GEOID,ARSON,ASSAULT,BATTERY,BURGLARY,CRIM SEXUAL ASSAULT,CRIMINAL DAMAGE,CRIMINAL SEXUAL ASSAULT,CRIMINAL TRESPASS,DECEPTIVE PRACTICE,GAMBLING,HOMICIDE,INTERFERENCE WITH PUBLIC OFFICER,INTIMIDATION,KIDNAPPING,LIQUOR LAW VIOLATION,MOTOR VEHICLE THEFT,NARCOTICS,NON-CRIMINAL,NON-CRIMINAL (SUBJECT SPECIFIED),OBSCENITY,OFFENSE INVOLVING CHILDREN,OTHER NARCOTIC VIOLATION,OTHER OFFENSE,PROSTITUTION,PUBLIC INDECENCY,PUBLIC PEACE VIOLATION,ROBBERY,SEX OFFENSE,STALKING,THEFT,WEAPONS VIOLATION,TOTAL
17031010100,2.0,256.0,929.0,157.0,15.0,448.0,0.0,195.0,60.0,24.0,5.0,14.0,0.0,0.0,10.0,68.0,693.0,0.0,0.0,1.0,34.0,0.0,285.0,7.0,0.0,30.0,161.0,10.0,1.0,510.0,60.0,3975
17031010201,3.0,212.0,603.0,143.0,8.0,357.0,0.0,82.0,65.0,6.0,3.0,15.0,0.0,6.0,5.0,101.0,368.0,0.0,0.0,1.0,17.0,0.0,254.0,0.0,0.0,26.0,126.0,14.0,0.0,463.0,37.0,2915
17031010202,0.0,195.0,587.0,90.0,6.0,280.0,0.0,183.0,132.0,1.0,3.0,11.0,2.0,0.0,6.0,56.0,461.0,0.0,0.0,2.0,12.0,0.0,155.0,26.0,1.0,32.0,151.0,18.0,2.0,1218.0,28.0,3658
17031010300,2.0,155.0,486.0,157.0,11.0,303.0,0.0,83.0,95.0,16.0,1.0,8.0,2.0,2.0,5.0,113.0,296.0,0.0,0.0,0.0,16.0,0.0,219.0,4.0,0.0,19.0,139.0,16.0,1.0,537.0,10.0,2696
17031010400,1.0,109.0,287.0,94.0,10.0,174.0,0.0,85.0,130.0,0.0,2.0,5.0,2.0,2.0,11.0,35.0,132.0,0.0,0.0,0.0,9.0,0.0,116.0,1.0,0.0,18.0,71.0,11.0,1.0,498.0,10.0,1814
17031010501,2.0,97.0,258.0,90.0,10.0,157.0,0.0,73.0,116.0,1.0,0.0,6.0,0.0,0.0,4.0,52.0,171.0,0.0,0.0,0.0,8.0,0.0,142.0,1.0,0.0,12.0,99.0,5.0,0.0,283.0,11.0,1598
17031010502,0.0,41.0,157.0,84.0,6.0,159.0,0.0,43.0,53.0,0.0,1.0,3.0,0.0,1.0,3.0,42.0,43.0,0.0,0.0,0.0,2.0,0.0,82.0,2.0,0.0,3.0,65.0,7.0,0.0,198.0,3.0,998
17031010503,0.0,38.0,122.0,89.0,6.0,103.0,0.0,24.0,36.0,0.0,0.0,2.0,0.0,0.0,6.0,21.0,45.0,0.0,0.0,1.0,4.0,0.0,51.0,0.0,0.0,5.0,46.0,3.0,0.0,248.0,4.0,854
17031010600,3.0,199.0,474.0,189.0,5.0,344.0,0.0,98.0,76.0,2.0,1.0,8.0,1.0,1.0,8.0,88.0,281.0,0.0,0.0,1.0,8.0,0.0,188.0,6.0,0.0,29.0,166.0,15.0,3.0,564.0,23.0,2781
17031010701,1.0,32.0,123.0,77.0,5.0,172.0,0.0,38.0,33.0,0.0,0.0,1.0,1.0,4.0,2.0,84.0,68.0,0.0,0.0,0.0,6.0,0.0,96.0,10.0,0.0,3.0,55.0,4.0,2.0,250.0,8.0,1075
17031010702,6.0,149.0,490.0,104.0,6.0,273.0,0.0,87.0,114.0,1.0,3.0,3.0,1.0,2.0,10.0,69.0,227.0,0.0,0.0,0.0,11.0,0.0,201.0,115.0,0.0,29.0,132.0,12.0,2.0,373.0,31.0,2451
17031020100,0.0,89.0,247.0,84.0,7.0,209.0,0.0,29.0,54.0,0.0,0.0,4.0,0.0,3.0,4.0,64.0,113.0,0.0,0.0,0.0,15.0,0.0,123.0,0.0,0.0,7.0,46.0,12.0,2.0,392.0,8.0,1512
17031020200,0.0,71.0,154.0,145.0,3.0,242.0,0.0,33.0,93.0,0.0,1.0,0.0,1.0,3.0,4.0,75.0,56.0,0.0,0.0,0.0,10.0,0.0,91.0,0.0,0.0,2.0,44.0,5.0,1.0,424.0,3.0,1461
17031020301,1.0,28.0,77.0,50.0,1.0,105.0,0.0,13.0,35.0,0.0,1.0,1.0,0.0,1.0,1.0,44.0,19.0,0.0,0.0,0.0,5.0,0.0,45.0,0.0,0.0,1.0,15.0,2.0,1.0,184.0,2.0,632
17031020302,3.0,51.0,185.0,113.0,2.0,235.0,0.0,28.0,54.0,0.0,0.0,3.0,0.0,1.0,3.0,70.0,79.0,0.0,0.0,1.0,7.0,0.0,99.0,1.0,0.0,3.0,29.0,6.0,1.0,339.0,10.0,1323
17031020400,0.0,59.0,190.0,99.0,6.0,222.0,0.0,28.0,71.0,0.0,0.0,1.0,1.0,1.0,1.0,64.0,75.0,0.0,0.0,0.0,8.0,0.0,76.0,0.0,0.0,6.0,44.0,4.0,2.0,290.0,5.0,1253
17031020500,7.0,147.0,479.0,187.0,9.0,370.0,0.0,52.0,81.0,1.0,0.0,12.0,0.0,1.0,9.0,91.0,254.0,0.0,0.0,1.0,17.0,0.0,188.0,3.0,0.0,27.0,115.0,13.0,3.0,721.0,24.0,2812
17031020601,4.0,107.0,295.0,189.0,6.0,310.0,0.0,63.0,80.0,1.0,2.0,3.0,2.0,0.0,0.0,92.0,92.0,0.0,0.0,1.0,17.0,0.0,141.0,10.0,0.0,9.0,53.0,2.0,5.0,390.0,9.0,1883
17031020602,3.0,108.0,274.0,159.0,8.0,267.0,0.0,28.0,99.0,0.0,0.0,2.0,5.0,1.0,2.0,91.0,110.0,0.0,0.0,0.0,7.0,0.0,97.0,7.0,0.0,11.0,58.0,6.0,1.0,465.0,13.0,1822
17031020701,0.0,51.0,154.0,74.0,5.0,127.0,0.0,24.0,42.0,0.0,0.0,3.0,2.0,1.0,2.0,22.0,77.0,0.0,0.0,0.0,2.0,0.0,70.0,2.0,0.0,21.0,18.0,6.0,0.0,269.0,9.0,981
17031020702,10.0,121.0,389.0,214.0,7.0,314.0,0.0,43.0,84.0,2.0,0.0,3.0,1.0,2.0,3.0,114.0,130.0,0.0,0.0,1.0,18.0,0.0,174.0,10.0,0.0,13.0,49.0,8.0,1.0,482.0,12.0,2205
17031020801,3.0,86.0,270.0,176.0,7.0,262.0,0.0,31.0,57.0,3.0,0.0,2.0,0.0,1.0,4.0,97.0,120.0,0.0,1.0,0.0,6.0,0.0,180.0,3.0,0.0,6.0,34.0,10.0,1.0,320.0,2.0,1682
17031020802,2.0,154.0,456.0,241.0,15.0,405.0,0.0,44.0,65.0,6.0,2.0,10.0,0.0,1.0,12.0,134.0,229.0,0.0,0.0,0.0,20.0,0.0,179.0,6.0,0.0,24.0,95.0,9.0,1.0,469.0,14.0,2593
17031020901,3.0,131.0,407.0,192.0,16.0,332.0,0.0,46.0,66.0,0.0,2.0,10.0,1.0,2.0,4.0,96.0,177.0,0.0,0.0,1.0,18.0,0.0,170.0,3.0,0.0,14.0,109.0,3.0,2.0,449.0,15.0,2269
17031020902,2.0,79.0,179.0,76.0,3.0,181.0,0.0,21.0,47.0,0.0,1.0,6.0,0.0,1.0,0.0,66.0,59.0,0.0,0.0,0.0,10.0,1.0,111.0,0.0,0.0,4.0,85.0,3.0,2.0,235.0,13.0,1185
17031030101,1.0,63.0,180.0,58.0,5.0,100.0,0.0,27.0,38.0,1.0,1.0,4.0,0.0,0.0,1.0,29.0,83.0,0.0,0.0,0.0,2.0,0.0,94.0,1.0,0.0,11.0,23.0,2.0,2.0,154.0,10.0,890
17031030102,0.0,59.0,158.0,49.0,6.0,91.0,0.0,25.0,51.0,1.0,4.0,2.0,0.0,0.0,0.0,33.0,38.0,0.0,0.0,0.0,5.0,0.0,80.0,1.0,0.0,3.0,27.0,6.0,1.0,200.0,1.0,841
17031030103,2.0,21.0,100.0,33.0,2.0,40.0,0.0,18.0,23.0,0.0,0.0,1.0,1.0,0.0,2.0,25.0,26.0,0.0,0.0,0.0,3.0,0.0,46.0,1.0,0.0,3.0,49.0,8.0,0.0,126.0,1.0,531
17031030104,1.0,34.0,104.0,27.0,4.0,61.0,0.0,20.0,22.0,0.0,0.0,2.0,0.0,0.0,3.0,18.0,39.0,0.0,0.0,0.0,1.0,0.0,45.0,0.0,0.0,4.0,17.0,4.0,0.0,142.0,0.0,548
17031030200,2.0,121.0,297.0,238.0,6.0,284.0,0.0,90.0,145.0,3.0,2.0,1.0,1.0,0.0,9.0,87.0,114.0,0.0,0.0,0.0,10.0,0.0,125.0,3.0,0.0,18.0,104.0,11.0,2.0,1042.0,10.0,2725
17031030300,3.0,48.0,130.0,77.0,1.0,144.0,0.0,13.0,26.0,1.0,1.0,2.0,0.0,0.0,5.0,28.0,33.0,0.0,0.0,0.0,8.0,0.0,93.0,0.0,0.0,1.0,17.0,3.0,1.0,163.0,1.0,799
17031030400,0.0,26.0,105.0,81.0,2.0,104.0,0.0,22.0,36.0,0.0,0.0,2.0,0.0,0.0,4.0,39.0,40.0,0.0,0.0,0.0,3.0,0.0,72.0,0.0,0.0,15.0,11.0,2.0,0.0,150.0,4.0,718
17031030500,1.0,144.0,432.0,153.0,6.0,256.0,0.0,63.0,66.0,0.0,0.0,1.0,2.0,0.0,12.0,110.0,147.0,0.0,0.0,0.0,13.0,0.0,127.0,1.0,0.0,38.0,79.0,8.0,1.0,575.0,15.0,2250
17031030601,1.0,83.0,277.0,64.0,6.0,158.0,0.0,36.0,44.0,2.0,4.0,1.0,2.0,0.0,3.0,42.0,122.0,0.0,0.0,0.0,6.0,0.0,112.0,0.0,0.0,12.0,54.0,9.0,1.0,272.0,9.0,1320
17031030603,1.0,69.0,231.0,49.0,4.0,98.0,0.0,40.0,82.0,0.0,3.0,1.0,0.0,0.0,1.0,30.0,83.0,0.0,0.0,1.0,3.0,0.0,72.0,0.0,0.0,8.0,72.0,7.0,1.0,206.0,5.0,1067
17031030604,0.0,61.0,206.0,32.0,3.0,58.0,0.0,21.0,59.0,1.0,0.0,1.0,1.0,0.0,0.0,17.0,60.0,0.0,0.0,0.0,5.0,0.0,85.0,0.0,0.0,3.0,17.0,6.0,0.0,201.0,3.0,840
17031030701,0.0,32.0,128.0,37.0,4.0,49.0,0.0,15.0,14.0,1.0,0.0,2.0,0.0,0.0,0.0,15.0,38.0,0.0,0.0,0.0,3.0,0.0,61.0,1.0,0.0,2.0,27.0,3.0,0.0,95.0,7.0,534
17031030702,0.0,6.0,21.0,8.0,0.0,10.0,0.0,3.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,175
17031030703,3.0,57.0,213.0,59.0,4.0,107.0,0.0,21.0,69.0,0.0,1.0,1.0,0.0,0.0,0.0,50.0,52.0,0.0,0.0,0.0,7.0,0.0,63.0,0.0,0.0,5.0,46.0,6.0,0.0,286.0,2.0,1052
17031030706,0.0,35.0,129.0,44.0,5.0,59.0,0.0,21.0,48.0,0.0,0.0,1.0,0.0,0.0,1.0,27.0,37.0,0.0,0.0,0.0,2.0,0.0,73.0,0.0,0.0,5.0,19.0,3.0,0.0,312.0,1.0,822
17031030800,1.0,51.0,158.0,144.0,0.0,227.0,0.0,45.0,98.0,0.0,0.0,1.0,0.0,0.0,2.0,60.0,50.0,0.0,0.0,0.0,3.0,0.0,59.0,0.0,0.0,12.0,59.0,6.0,1.0,731.0,5.0,1713
17031030900,0.0,42.0,118.0,78.0,2.0,132.0,0.0,22.0,82.0,0.0,1.0,1.0,1.0,0.0,3.0,49.0,25.0,0.0,0.0,0.0,3.0,0.0,54.0,0.0,0.0,5.0,24.0,3.0,0.0,380.0,2.0,1027
17031031000,2.0,24.0,106.0,99.0,10.0,165.0,0.0,18.0,45.0,0.0,1.0,2.0,1.0,0.0,3.0,63.0,46.0,0.0,0.0,0.0,3.0,0.0,49.0,1.0,0.0,11.0,27.0,3.0,3.0,287.0,4.0,973
17031031100,1.0,52.0,144.0,151.0,4.0,215.0,0.0,22.0,75.0,0.0,1.0,1.0,0.0,0.0,6.0,75.0,48.0,0.0,0.0,0.0,4.0,0.0,85.0,1.0,0.0,11.0,50.0,6.0,1.0,441.0,5.0,1399
17031031200,3.0,253.0,588.0,95.0,12.0,260.0,0.0,158.0,140.0,11.0,2.0,14.0,1.0,2.0,8.0,97.0,525.0,0.0,0.0,0.0,12.0,0.0,187.0,5.0,0.0,26.0,138.0,12.0,4.0,540.0,28.0,3121
17031031300,2.0,118.0,302.0,65.0,19.0,176.0,0.0,55.0,81.0,7.0,1.0,2.0,0.0,0.0,3.0,79.0,206.0,1.0,0.0,0.0,5.0,0.0,136.0,4.0,0.0,23.0,59.0,8.0,3.0,472.0,6.0,1833
17031031400,1.0,81.0,258.0,57.0,10.0,235.0,0.0,36.0,98.0,1.0,1.0,3.0,1.0,2.0,8.0,142.0,258.0,0.0,0.0,0.0,2.0,0.0,112.0,0.0,1.0,11.0,23.0,45.0,0.0,820.0,11.0,2217
17031031501,0.0,90.0,290.0,50.0,9.0,138.0,0.0,35.0,50.0,2.0,1.0,5.0,2.0,1.0,3.0,42.0,260.0,0.0,0.0,0.0,7.0,0.0,111.0,5.0,0.0,22.0,44.0,3.0,0.0,289.0,13.0,1472
17031031502,1.0,113.0,311.0,51.0,11.0,146.0,0.0,57.0,55.0,3.0,1.0,6.0,0.0,1.0,6.0,54.0,342.0,0.0,0.0,0.0,15.0,0.0,129.0,17.0,0.0,18.0,53.0,7.0,1.0,356.0,13.0,1767
17031031700,1.0,190.0,529.0,161.0,12.0,296.0,0.0,104.0,117.0,0.0,3.0,11.0,3.0,2.0,8.0,101.0,452.0,0.0,0.0,3.0,11.0,0.0,228.0,18.0,0.0,22.0,73.0,15.0,1.0,554.0,25.0,2940
17031031800,0.0,31.0,74.0,47.0,0.0,81.0,0.0,14.0,33.0,0.0,0.0,0.0,0.0,1.0,3.0,44.0,24.0,0.0,0.0,0.0,4.0,0.0,26.0,0.0,0.0,9.0,21.0,2.0,0.0,193.0,2.0,609
17031031900,1.0,22.0,83.0,76.0,3.0,116.0,0.0,13.0,40.0,0.0,0.0,2.0,2.0,1.0,1.0,49.0,31.0,0.0,0.0,0.0,2.0,0.0,63.0,1.0,0.0,3.0,23.0,2.0,0.0,302.0,3.0,839
17031032100,3.0,121.0,368.0,163.0,15.0,280.0,0.0,56.0,170.0,0.0,2.0,0.0,2.0,1.0,1.0,120.0,116.0,0.0,0.0,0.0,10.0,0.0,147.0,12.0,0.0,14.0,76.0,15.0,0.0,1081.0,6.0,2779
17031040100,3.0,78.0,257.0,104.0,4.0,224.0,0.0,43.0,69.0,1.0,0.0,3.0,0.0,2.0,8.0,88.0,93.0,0.0,0.0,0.0,1.0,0.0,124.0,2.0,0.0,19.0,29.0,7.0,0.0,516.0,7.0,1682
17031040201,3.0,116.0,332.0,168.0,7.0,316.0,0.0,35.0,93.0,4.0,0.0,1.0,1.0,1.0,16.0,117.0,108.0,0.0,0.0,0.0,7.0,0.0,168.0,5.0,0.0,23.0,55.0,7.0,3.0,558.0,13.0,2157
17031040202,2.0,103.0,335.0,119.0,11.0,289.0,0.0,39.0,114.0,0.0,1.0,3.0,3.0,1.0,4.0,154.0,102.0,0.0,0.0,0.0,15.0,0.0,175.0,9.0,0.0,16.0,39.0,7.0,3.0,496.0,6.0,2046
17031040300,0.0,54.0,267.0,89.0,5.0,163.0,0.0,21.0,37.0,0.0,0.0,3.0,0.0,0.0,0.0,73.0,65.0,0.0,0.0,0.0,6.0,0.0,88.0,1.0,0.0,12.0,17.0,7.0,0.0,249.0,2.0,1159
17031040401,0.0,22.0,52.0,60.0,1.0,74.0,0.0,8.0,35.0,0.0,0.0,0.0,1.0,1.0,3.0,45.0,19.0,0.0,0.0,0.0,1.0,0.0,39.0,0.0,0.0,2.0,15.0,1.0,0.0,180.0,2.0,561
17031040402,0.0,104.0,250.0,72.0,5.0,174.0,0.0,72.0,72.0,1.0,0.0,1.0,4.0,1.0,6.0,70.0,223.0,0.0,0.0,0.0,4.0,0.0,58.0,4.0,0.0,31.0,33.0,9.0,1.0,430.0,13.0,1638
17031040600,1.0,49.0,92.0,100.0,5.0,121.0,0.0,12.0,60.0,0.0,0.0,1.0,1.0,0.0,0.0,40.0,17.0,0.0,0.0,0.0,5.0,0.0,44.0,0.0,0.0,5.0,19.0,2.0,1.0,342.0,2.0,919
17031040700,0.0,37.0,88.0,73.0,1.0,104.0,0.0,13.0,25.0,0.0,1.0,0.0,0.0,1.0,6.0,50.0,38.0,0.0,0.0,0.0,7.0,0.0,53.0,1.0,0.0,7.0,20.0,2.0,0.0,232.0,4.0,763
17031040800,0.0,19.0,62.0,51.0,1.0,61.0,0.0,10.0,22.0,0.0,0.0,1.0,0.0,0.0,4.0,30.0,9.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,8.0,6.0,0.0,161.0,0.0,484
17031040900,0.0,35.0,63.0,66.0,4.0,93.0,0.0,13.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,16.0,0.0,0.0,0.0,2.0,0.0,59.0,1.0,1.0,3.0,21.0,14.0,0.0,276.0,0.0,745
17031050100,2.0,9.0,40.0,76.0,5.0,103.0,0.0,14.0,33.0,0.0,0.0,1.0,1.0,0.0,0.0,42.0,8.0,0.0,0.0,0.0,6.0,0.0,24.0,0.0,0.0,3.0,19.0,2.0,4.0,219.0,0.0,611
17031050200,2.0,47.0,156.0,169.0,8.0,214.0,0.0,27.0,82.0,1.0,2.0,2.0,0.0,0.0,3.0,78.0,39.0,0.0,0.0,0.0,5.0,0.0,125.0,1.0,0.0,4.0,39.0,6.0,1.0,522.0,7.0,1540
17031050300,0.0,24.0,45.0,71.0,4.0,90.0,0.0,8.0,27.0,0.0,0.0,0.0,0.0,0.0,3.0,39.0,26.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,2.0,12.0,0.0,0.0,116.0,1.0,515
17031050500,6.0,43.0,105.0,166.0,9.0,178.0,0.0,31.0,94.0,1.0,0.0,1.0,1.0,1.0,0.0,66.0,26.0,0.0,0.0,0.0,2.0,0.0,90.0,0.0,0.0,2.0,27.0,2.0,0.0,480.0,0.0,1331
17031050600,3.0,21.0,58.0,122.0,1.0,153.0,0.0,16.0,58.0,0.0,0.0,0.0,0.0,0.0,5.0,51.0,16.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,1.0,17.0,4.0,1.0,357.0,1.0,915
17031050700,0.0,4.0,28.0,63.0,0.0,48.0,0.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,8.0,1.0,0.0,136.0,1.0,355
17031050800,0.0,8.0,26.0,43.0,0.0,47.0,0.0,7.0,24.0,0.0,0.0,0.0,2.0,1.0,1.0,17.0,5.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,2.0,4.0,2.0,0.0,140.0,1.0,344
17031050900,0.0,14.0,41.0,36.0,1.0,51.0,0.0,8.0,36.0,0.0,0.0,1.0,0.0,1.0,1.0,34.0,17.0,0.0,0.0,0.0,1.0,0.0,36.0,0.0,0.0,4.0,11.0,0.0,0.0,232.0,0.0,525
17031051000,0.0,25.0,99.0,49.0,2.0,107.0,0.0,8.0,28.0,0.0,0.0,1.0,0.0,1.0,0.0,38.0,24.0,0.0,0.0,0.0,2.0,0.0,22.0,0.0,0.0,3.0,11.0,1.0,1.0,352.0,1.0,775
17031051100,0.0,8.0,31.0,68.0,1.0,61.0,0.0,7.0,27.0,0.0,0.0,0.0,2.0,0.0,0.0,25.0,5.0,0.0,0.0,1.0,1.0,0.0,21.0,1.0,0.0,7.0,9.0,0.0,0.0,184.0,2.0,461
17031051200,0.0,16.0,43.0,66.0,1.0,45.0,0.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,4.0,0.0,0.0,2.0,1.0,0.0,11.0,0.0,0.0,3.0,12.0,1.0,1.0,125.0,1.0,373
17031051300,1.0,23.0,48.0,108.0,0.0,72.0,0.0,12.0,36.0,0.0,0.0,1.0,0.0,0.0,0.0,34.0,8.0,0.0,0.0,1.0,0.0,0.0,23.0,1.0,0.0,5.0,12.0,5.0,0.0,228.0,1.0,619
17031051400,1.0,58.0,159.0,65.0,3.0,151.0,0.0,130.0,28.0,1.0,0.0,1.0,0.0,1.0,4.0,21.0,75.0,0.0,0.0,1.0,4.0,0.0,33.0,0.0,0.0,15.0,21.0,5.0,1.0,220.0,10.0,1008
17031060100,0.0,10.0,65.0,82.0,1.0,153.0,0.0,15.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,21.0,0.0,0.0,0.0,1.0,0.0,34.0,0.0,0.0,2.0,15.0,0.0,0.0,304.0,3.0,766
17031060200,3.0,67.0,143.0,60.0,3.0,150.0,0.0,23.0,37.0,0.0,0.0,0.0,1.0,0.0,3.0,53.0,53.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,13.0,12.0,3.0,0.0,325.0,7.0,990
17031060300,1.0,23.0,57.0,93.0,1.0,124.0,0.0,10.0,49.0,0.0,1.0,2.0,0.0,1.0,3.0,47.0,13.0,0.0,0.0,0.0,1.0,0.0,31.0,0.0,0.0,4.0,16.0,1.0,3.0,285.0,1.0,767
17031060400,0.0,15.0,65.0,150.0,1.0,161.0,0.0,14.0,54.0,0.0,2.0,1.0,0.0,0.0,1.0,48.0,9.0,0.0,0.0,0.0,6.0,1.0,34.0,1.0,0.0,7.0,26.0,2.0,2.0,381.0,2.0,983
17031060500,0.0,8.0,32.0,45.0,1.0,78.0,0.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,30.0,12.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,2.0,10.0,0.0,0.0,206.0,0.0,467
17031060800,0.0,59.0,175.0,44.0,4.0,91.0,0.0,21.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,50.0,0.0,0.0,0.0,3.0,0.0,63.0,1.0,0.0,3.0,23.0,3.0,1.0,260.0,2.0,899
17031060900,0.0,62.0,276.0,118.0,8.0,201.0,0.0,40.0,213.0,0.0,1.0,3.0,2.0,1.0,8.0,75.0,131.0,0.0,0.0,0.0,5.0,0.0,133.0,5.0,0.0,12.0,46.0,8.0,0.0,796.0,2.0,2146
17031061000,0.0,71.0,202.0,62.0,9.0,117.0,0.0,69.0,109.0,3.0,0.0,5.0,2.0,0.0,5.0,26.0,83.0,0.0,0.0,0.0,5.0,0.0,74.0,0.0,2.0,11.0,51.0,8.0,2.0,405.0,4.0,1325
17031061100,0.0,41.0,291.0,47.0,3.0,107.0,0.0,90.0,127.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,51.0,0.0,0.0,0.0,0.0,0.0,94.0,1.0,0.0,28.0,38.0,6.0,0.0,443.0,2.0,1403
17031061200,0.0,8.0,35.0,58.0,4.0,61.0,0.0,7.0,47.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,6.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,0.0,0.0,32.0,5.0,0.0,244.0,0.0,556
17031061500,1.0,12.0,23.0,90.0,2.0,68.0,0.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,5.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,0.0,2.0,18.0,4.0,0.0,175.0,0.0,477
17031061800,0.0,13.0,51.0,20.0,1.0,41.0,0.0,5.0,38.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,5.0,0.0,0.0,0.0,1.0,0.0,19.0,1.0,0.0,5.0,20.0,0.0,0.0,251.0,1.0,488
17031061901,0.0,32.0,104.0,47.0,6.0,68.0,0.0,16.0,41.0,0.0,1.0,0.0,2.0,0.0,0.0,28.0,13.0,0.0,0.0,0.0,2.0,1.0,58.0,4.0,0.0,3.0,24.0,3.0,1.0,266.0,1.0,721
17031061902,2.0,15.0,77.0,42.0,6.0,58.0,0.0,21.0,63.0,0.0,0.0,0.0,1.0,0.0,0.0,47.0,6.0,0.0,0.0,0.0,1.0,0.0,48.0,1.0,0.0,1.0,15.0,7.0,2.0,268.0,1.0,682
17031062000,0.0,55.0,234.0,119.0,10.0,138.0,0.0,50.0,106.0,0.0,0.0,2.0,0.0,0.0,8.0,67.0,69.0,0.0,0.0,0.0,1.0,0.0,56.0,13.0,1.0,13.0,129.0,6.0,0.0,709.0,4.0,1790
17031062100,1.0,91.0,542.0,156.0,15.0,331.0,0.0,100.0,190.0,0.0,0.0,6.0,0.0,1.0,28.0,77.0,274.0,1.0,0.0,1.0,3.0,1.0,71.0,46.0,1.0,44.0,203.0,16.0,1.0,1030.0,21.0,3251
17031062200,0.0,37.0,184.0,143.0,5.0,169.0,0.0,24.0,68.0,0.0,0.0,1.0,0.0,1.0,4.0,57.0,82.0,0.0,0.0,0.0,2.0,0.0,28.0,9.0,0.0,14.0,90.0,7.0,2.0,453.0,1.0,1381
17031062300,0.0,6.0,27.0,93.0,0.0,69.0,0.0,3.0,34.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,2.0,18.0,0.0,0.0,220.0,0.0,505
17031062400,1.0,5.0,25.0,62.0,0.0,73.0,0.0,8.0,30.0,0.0,0.0,0.0,1.0,0.0,1.0,29.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,2.0,0.0,285.0,1.0,545
17031062500,0.0,18.0,50.0,71.0,1.0,87.0,0.0,18.0,65.0,0.0,0.0,0.0,0.0,0.0,4.0,25.0,8.0,0.0,0.0,0.0,1.0,0.0,18.0,2.0,0.0,3.0,19.0,1.0,0.0,397.0,0.0,788
17031062600,0.0,20.0,82.0,92.0,2.0,82.0,0.0,15.0,46.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,14.0,0.0,0.0,0.0,4.0,0.0,34.0,0.0,0.0,3.0,25.0,6.0,1.0,289.0,1.0,737
17031062700,1.0,36.0,79.0,143.0,1.0,150.0,0.0,26.0,72.0,0.0,1.0,1.0,0.0,0.0,1.0,46.0,9.0,0.0,0.0,0.0,3.0,0.0,46.0,4.0,0.0,3.0,35.0,1.0,1.0,531.0,0.0,1190
17031062800,1.0,25.0,84.0,121.0,4.0,137.0,0.0,17.0,66.0,0.0,0.0,1.0,1.0,0.0,4.0,62.0,8.0,0.0,0.0,0.0,2.0,0.0,40.0,0.0,0.0,2.0,31.0,9.0,1.0,429.0,1.0,1046
17031062900,0.0,32.0,147.0,152.0,5.0,177.0,0.0,64.0,84.0,0.0,0.0,0.0,1.0,0.0,4.0,78.0,31.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,9.0,69.0,7.0,2.0,600.0,1.0,1502
17031063000,2.0,104.0,378.0,133.0,13.0,217.0,0.0,105.0,244.0,0.0,0.0,2.0,4.0,0.0,6.0,65.0,106.0,0.0,0.0,0.0,2.0,0.0,80.0,7.0,1.0,30.0,130.0,18.0,1.0,1404.0,8.0,3060
17031063100,0.0,34.0,82.0,104.0,2.0,93.0,0.0,27.0,90.0,0.0,0.0,0.0,0.0,0.0,2.0,27.0,20.0,0.0,0.0,0.0,3.0,0.0,26.0,3.0,0.0,1.0,49.0,3.0,1.0,418.0,1.0,986
17031063200,1.0,35.0,96.0,69.0,5.0,120.0,0.0,13.0,94.0,0.0,0.0,0.0,0.0,0.0,1.0,74.0,19.0,0.0,0.0,0.0,2.0,0.0,74.0,1.0,0.0,2.0,41.0,1.0,1.0,441.0,1.0,1091
